id,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,likes,quotes,replies,retweets,searchQuery,text,timestamp,user/location,verified,sentiment
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,0,0,0,0,Amazon,Part 2: Amazon Insider Shares All | The Economic Ninja piped.video/cIwNlAbi-kc via @YouTube,2023-05-01 00:57:00,,False,neutral
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,1,0,2,0,Amazon,"Even when I try to have a little fun I ended up getting my hand slapped. Ordered a fancy little box of pencils from Amazon, home all day, get a ""delivered to a safe place"" notification, but nothing on my cameras, look all around, nothing.  Now I gotta go through this hassle.",2023-05-01 00:57:00,The Guild of Flatuous Intent,False,neutral
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,0,0,0,0,Amazon,Lady Gaga & Bradley Cooper - Shallow (Radio Edit) #Artists #singersongwriter SUBMIT YOUR MUSIC FREE music.bigtime.radio/submit bigtime.radio #ArtistOnTwitter BIG TIME RADIO #AppStore #Amazon #Top40 #Music 247 #MusicDistribution #Services #Promotions bigtimemusic.global,2023-05-01 00:56:00,Universe,True,positive
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,1,0,1,0,Amazon,somebody said the amazon product tiktok/reel compilations are like modern day product infomercials and i think they’re so right,2023-05-01 00:56:00,who cares,False,neutral
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,0,0,0,0,Amazon,full offense amazon but why offer me overnight shipping if it won’t arrive overnight,2023-05-01 00:56:00,"Queens, NY",False,neutral
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,2,0,0,0,Amazon,Amazon,2023-05-01 00:56:00,"Orlando, FL",False,negative
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,0,0,0,0,Amazon,"Hair clips,ZMS clips of hair,more clors and two style for your choosen,strong design,10pcs pack one plastic box a.co/d/b7YXA73 #Amazon via @Amazon",2023-05-01 00:56:00,,False,neutral
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,0,0,0,0,Amazon,Raindrops on Roses Giveaway Hop: $10 Amazon Gift Card Giveaway! thatsjustjeni.com/raindrops-…,2023-05-01 00:56:00,,False,positive
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,1,0,1,0,Amazon,Swear I had to go on Amazon and buy a foreign version 😂😂but it worked,2023-05-01 00:56:00,D (M) V,False,neutral
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,0,0,0,0,Amazon,@andrearadri he got his Amazon Tv money. He’s happy enough now.,2023-05-01 00:56:00,"Craigavon, Northern Ireland",False,positive
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,0,0,0,0,Amazon,"Right. As I understand it, they went belly-up. I just want them to deliver my income statement and all financial related documents. G",2023-05-01 00:56:00,"Buckeye, AZ",True,neutral
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,1,0,1,0,Amazon,"Why spend to much for the latest one, when you can get this GREAT GoPro HERO9 - Waterproof Sports Camera at a great price today!! Start your Next Adventure📸📸 amzn.to/3Ud0Xpt
@amazon
#video #springsale #photography #streaming #cameras #youtubers #creators",2023-05-01 00:56:00,"England, United Kingdom",False,positive
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,0,0,0,0,Amazon,"Dilip mondal you are chutiya in the heighest level, gandu like you will always cry",2023-05-01 00:56:00,Bhadwapur,False,negative
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,2,0,1,0,Amazon,"I know @ApesTogetherDoc have been working hard, so I'm super excited for this! Mark your calendar for June 5th - available on Amazon. LFG!!

$amc $gme #AMC #GME #ApesTogetherStrong",2023-05-01 00:56:00,,False,neutral
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,2,0,0,0,Amazon,"Check out ""Every Breath You Take"" by The Police on Amazon Music. music.amazon.co.uk/albums/B0…",2023-05-01 00:56:00,"Manchester, England",False,neutral
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,0,0,0,0,Amazon,"👌🏼 This Easy to assemble 3D Metal Model Kit of Eva 01 is a must-have for any fan of the Evangelion series! Plus, imagine how awesome it would look alongside some Steam punk beetles 🤖🐞 #geeklife #metalmodelkits

Buy at Amazon: amzn.to/3LdLD7Z",2023-05-01 00:55:00,,False,neutral
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,0,0,1,0,Amazon,"Name me a book. I'll bet you anything anyone can purchase it on Amazon, Barnes & Noble, etal You are conflating removing age-inappropriate material from children's libraries as banning. It's not. It's adults doing their job protecting the children who are entrusted to them.",2023-05-01 00:55:00,TX,False,neutral
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,0,0,0,0,Amazon,"Amazon Web Services - Labs
#aws #infosec #linux #webdev #devops  

github.com/awslabs",2023-05-01 00:56:00,,False,negative
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,1,0,1,0,Amazon,"I have this palette I got off Amazon like a year ago: amazon.com/gp/aw/d/B0B1PZ5JV…

but also Colourpop has good glitter shadows. That’s where most of mine are from!",2023-05-01 00:55:00,,False,neutral
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,0,0,0,0,Amazon,"25,73 (+3,79) € (segunda mano 'Muy bueno') #HenryJackman - The Predator (Original Motion Picture Soundtrack) Vinyl (2xLP, Album, Limited Edition, Translucent Hunter Green & Black Smoke). #LakeshoreRecords
#Amazon #EnlaceAfiliado #Soundtrack #Score 
👉 vinyl13spain.net/2023/05/01/…",2023-05-01 00:56:00,Vitoria,False,neutral
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,1,0,0,2,Amazon,Teacher appreciation Day should be everyday. 🎈 📏 ✏️ 📚 🏫 📝 @amazon @amazonca #teachertwitter #adoptateacher #helpateacher #clearthelist,2023-05-01 00:56:00,"Ontario, Canada",False,positive
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,0,0,0,1,Amazon,"Amazon Warehouse [$959.77]: PowerColor AMD Radeon RX 7900 XTX Graphics Card

🛍 amazon.com/dp/B0BMWG9N16?tag…
🛒 amazon.com/gp/aws/cart/add-r…

(refresh 🛒 link if you get ‘Cart is Empty’ error)

⏰ 18:56 #ad",2023-05-01 00:56:00,Chicago,False,neutral
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,0,0,0,0,Amazon,Giveaway $50 your way!! Amazon? Walmart? Venmo? PayPal? #Giveaway!bityl.co/IBuA Ends 4/30,2023-05-01 00:56:00,Kentucky,False,neutral
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,0,0,3,0,Amazon,I can't find that book on Amazon.  I somehow doubt the excerpt is from the same book.,2023-05-01 00:55:00,Los Angeles,False,neutral
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,1,0,0,0,Amazon,Thank you for sharing!  ❤️,2023-05-01 00:55:00,,False,positive
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,1,0,1,0,Amazon,"I was just about to ask you the price.  Thanks.  TS is close.  But, ff they don't have it, in stock, I will Amazon it.  I try to go to brick and mortar stores more than shopping online, because  ... I like the ambiance.",2023-05-01 00:55:00,,False,neutral
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,1,1,1,0,Amazon,"My birthday is in a week today. If you'd like to, I'm posting the link to my Amazon wishlist so if you can, buy something off it for me.

amazon.ca/hz/wishlist/ls/33H…",2023-05-01 00:55:00,,False,neutral
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,8,0,0,4,Amazon,Jean and Storm are Marvel’s Amazons,2023-05-01 00:55:00,Finland,False,negative
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,0,0,1,0,Amazon,only reason i ain’t put boa on the tier above is because of the amazon lily incident and rayleigh’s portrayal compared to boa’s,2023-05-01 00:55:00,president of florida,False,negative
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,0,0,0,0,Amazon,"Voila! I stumbled on a program called (mars calling) on YouTube and Elon Musk starship project is mentioned relatable to me, a long with Bezos project not relatable to me. However, Amazon shopping is my favorite. Lol",2023-05-01 00:55:00,,False,neutral
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,0,0,0,0,Amazon,Amazon com,2023-05-01 00:56:00,,False,neutral
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,0,0,0,0,Amazon,"New Amazon Deal

Ninja Foodi NeverStick Premium 3-Piece Cookware Set with Glass Lid

amazon.com/dp/B098R7PDWF?tag…

Price: $119.99 (33% off)

#deals  #amazon  #shopping",2023-05-01 00:54:00,,False,neutral
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,0,0,0,0,Amazon,The amount of wigs I have saved on Amazon is ridiculous. I don’t go anywhere to want all of them lol.,2023-05-01 00:54:00,"Atlanta, GA",False,neutral
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,293,1,43,43,Amazon,"What? 

How?

Why did we use to do this, but now we make buildings that look like my recycling pile of Amazon boxes?",2023-05-01 00:54:00,,True,neutral
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,4,0,1,0,Amazon,"I bought all four seasons of it on Amazon Prime a few years back and it’s one of my better purchases ever. I love it so completely, it’s hard to overstate.",2023-05-01 00:55:00,"Baltimore, MD",False,positive
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,0,0,0,0,Amazon,"New Amazon Deal

Hibery 1,000 Pack Water Balloons with Refill Kits

amazon.com/dp/B0719KTXJX?tag…

Price: $6.99 (30% off)

#deals  #amazon  #shopping",2023-05-01 00:54:00,,False,neutral
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,0,0,0,0,Amazon,Check out Rasta by G-Three3 on Amazon Music music.amazon.com/albums/B0BX… #AmazonMusic,2023-05-01 00:54:00,"Georgia, USA 229 ,904, 305",False,neutral
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,6,0,1,0,Amazon,"Because by what I’ve read, you’re 15 and don’t have any except the Amazon driver.",2023-05-01 00:54:00,"Melbourne, Victoria",False,negative
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,2,0,0,0,Amazon,"Check out ""In the Air Tonight (2015 Remaster)"" by Phil Collins on Amazon Music. music.amazon.co.uk/albums/B0…",2023-05-01 00:54:00,"Manchester, England",False,neutral
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,1,0,1,0,Amazon,Amazon’s Tepid Ennui collection really hasn’t been a crowd-pleaser.,2023-05-01 00:55:00,Los Angeles,False,negative
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,1,0,0,2,Amazon,Preschool teacher all teachers are angels appreciate them all !! Any help appreciated!! #amazon #BetterTogether #teach #TeacherAppreciationWeek amazon.com/hz/wishlist/ls/1N…,2023-05-01 00:54:00,,False,negative
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,0,0,0,0,Amazon,"Deal: Last Chance Styles from Amazon Essentials

Up to 20% off!

amazon.com/deal/abb2208e?pf_… #ad",2023-05-01 00:54:00,,False,negative
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,260,8,1,35,Amazon,Zelda Tears of the Kingdom Switch controller also available to come with a case here at Amazon! amzn.to/3LGQ901,2023-05-01 00:54:00,,False,neutral
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,1,0,0,0,Amazon,Amazon prob has it. I would prob get more viewers if I went on at 7 then 1:30 but still have some folks that pop in. Pretty cool.,2023-05-01 00:54:00,,True,neutral
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,2,0,1,0,Amazon,"Cloud gaming won’t be a big thing unless multiple companies put in a lot of money and compete.
It took Netflix to have a streaming monopoly for Disney, Amazon, HBO, etc to be confident enough to invest big in their own streaming service.

This block hurts Cloud Gaming growth.",2023-05-01 00:53:00,Australia,False,negative
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,1,0,0,0,Amazon,"Was it the average build of each one that gave it away?  Almost like there’s a PT standard to work where they are working……..
Or was it the fake face tattoos and matching Amazon Prime masks and sunglasses? I can see them glowing from MO",2023-05-01 00:54:00,Your Moms House,False,neutral
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,0,0,0,0,Amazon,Amazon,2023-05-01 00:53:00,,False,negative
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,0,0,0,0,Amazon,H.E.R. - Carried Away #Artists #singersongwriter SUBMIT YOUR MUSIC FREE music.bigtime.radio/submit bigtime.radio #ArtistOnTwitter BIG TIME RADIO #AppStore #Amazon #Top40 #Music 247 #MusicDistribution #Services #Promotions bigtimemusic.global,2023-05-01 00:53:00,Universe,True,negative
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,0,0,3,0,Amazon,"For your security, we don't have access to your Amazon account through social media. Please wait the 48 hours for a response from an Account Specialist. -Brandon",2023-05-01 00:53:00,,False,positive
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,0,0,0,0,Amazon,"To heal she must start again. Will the secrets of the past jeopardise her future happiness? 
To Gain What’s Lost  #readers  #readingcommunity #mustreads #kindleunlimited #historicalfiction #historicalromance #lovestory #twitterbooks #novel #books
Amazon: getbook.at/ToGainWhatsLost",2023-05-01 00:53:00,NSW Australia,False,neutral
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,0,0,2,0,Amazon,"@AmazonHelp @AmazonUK and Sarah who sent me a dishonest email accusing me that I’ve rejected my refund and also the @loopmobile_loop sent my item internationally. That’s the level of CS in Amazon, clueless and don’t do their jobs plus they stole my money. See the pic as attached",2023-05-01 00:53:00,United Kingdom,False,negative
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,0,0,0,0,Amazon,Win $50 your way!! Starbucks? Amazon? Walmart? Venmo? PayPal? Single Blog #Giveaway! bityl.co/IBuA Open WW Ends 4/30,2023-05-01 00:52:00,Kentucky,False,neutral
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,0,0,0,0,Amazon,"Hello. We're sorry to hear you've had a poor experience. To clarify, which marketplace is your Amazon account associated with (.com, .uk, .ca, .in, etc.)? We'd like to make sure we're providing you with the best information possible.  -Daniel",2023-05-01 00:52:00,,False,negative
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,1,0,0,0,Amazon,Thank you 🥰,2023-05-01 00:53:00,Wonderland,False,positive
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,0,0,0,0,Amazon,You could win a $10 Amazon Gift Card by visiting Emmy Gatrell's April 2023 Book Fair! emmygatrell.com emmygatrell.com/book-fair/,2023-05-01 00:52:00,North Carolina,False,negative
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,0,0,1,0,Amazon,Bitch I could have driven to the Charlotte Amazon and picked this shit up faster than they’re delivering it. Why are we on day 4?!,2023-05-01 00:52:00,"Greenville, SC",False,negative
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,0,0,0,0,Amazon,ive order so many fish eye lens for ma phone that honest i dont trust myself with anymore …. *orders on amazon*,2023-05-01 00:52:00,"Miami, FL",False,negative
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,0,0,0,0,Amazon,Enter today to win a $10 Amazon Gift Card on Emmygatrell.com! emmygatrell.com/book-fair/,2023-05-01 00:52:00,North Carolina,False,neutral
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,1,0,0,0,Amazon,Fee your pain mate. I’d rather have books available direct from my website than Amazon. Keep going 👍,2023-05-01 00:52:00,East Coast Australia,False,negative
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,0,0,0,0,Amazon,[Repost] #Amazon Cyber Monday: #Tagesangebote vom 24.11.2017 knizzful.com/amazon-cyber-mo… #angebote #cybermonday #elektronik #woche,2023-05-01 00:52:00,,False,neutral
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,0,0,0,0,Amazon,“missing” 🎥 amazon prime,2023-05-01 00:52:00,,False,negative
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,0,0,0,0,Amazon,Amazon com,2023-05-01 00:52:00,,False,neutral
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,0,0,0,0,Amazon,⛆ 🌹 Win a $10 Amazon Gift Code In The Rain Drops on Roses Giveaway Hop via @SusieQpon!  susiesreviews.com/2023/04/wi…,2023-05-01 00:51:00,,False,neutral
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,5,0,1,0,Amazon,"Not only Google!, Amazon maybe was against the deal too! they never made any deal with Microsoft x Amazon Luna, which is suspicious considering how agressive Microsoft was in terms of making Cloud Deals",2023-05-01 00:52:00,"New York, NY",False,negative
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,0,0,1,0,Amazon,$369.99 Sold & Shipped by Amazon amzn.to/41U7AQw,2023-05-01 00:52:00,,True,neutral
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,0,0,1,0,Amazon,Things I’d love to see @WholeFoods do: just send receipts to my Amazon account. Would save so much paper. NCR FastLane system can definitely do it; Target does it already.,2023-05-01 00:51:00,"Portland, OR",False,positive
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,1,0,2,0,Amazon,I ordered some slippers on Amazon and they sent me some ice packs ☹️ literally completely opposite of what I needed Ctfu,2023-05-01 00:52:00,,False,neutral
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,8,0,1,0,Amazon,RIGHT?! I’ll get the link from Amazon lol,2023-05-01 00:51:00,"Yamsterdam, USA",False,neutral
1.65282e+18,0.0,0.715,0.285,0.2481,0.004817735869437456,0.13132445514202118,0.8638578057289124,0,0,0,0,Amazon,"Doctor Scholl Crema per I Tacchi - 60 ml #Amazon🇮🇹
is.gd/DpBzNj",2023-05-01 00:51:00,🇮🇹,False,neutral
